OPE ID,School,State,Zip Code,School Type,Recipients Q1,Loans Originated Q1,Loan Amount Q1 (USD),Disbursements Q1,Disbursement Amount Q1 (USD),Recipients Q2,Loans Originated Q2,Loan Amount Q2 (USD),Disbursements Q2,Disbursement Amount Q2 (USD),Recipients Q3,Loans Originated Q3,Loan Amount Q3 (USD),Disbursements Q3,Disbursement Amount Q3 (USD),Recipients Q4,Loans Originated Q4,Loan Amount Q4 (USD),Disbursements Q4,Disbursement Amount Q4 (USD)
902200,ASSOCIATED TECHNICAL COLLEGE,CA,900171690,PROPRIETARY,140,140," $4,88,250.00 ",310," $5,49,375.00 ",55,55," $2,03,223.00 ",119," $2,20,906.00 ",15,15," $55,550.00 ",34," $61,025.00 ", -   , -   , $-   ,0, $-   
903200,EMPIRE COLLEGE,CA,954032122,PROPRIETARY,103,103," $2,84,684.00 ",438," $5,52,374.00 ",104,105," $4,26,891.00 ",441," $8,12,316.00 ",1,1," $5,500.00 ",16," $29,142.00 ", -   , -   , $-   ,0, $-   
927200,CRAFTON HILLS COLLEGE,CA,923991799,PUBLIC, -   , -   , $-   ,5," $4,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
950900,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,CA,958241529,PUBLIC,3,3," $11,803.00 ",15," $31,676.00 ",4,4," $25,697.00 ",18," $58,823.00 ", -   , -   , $-   ,1," $2,500.00 ", -   , -   , $-   ,0, $-   
974800,CARRINGTON COLLEGE CALIFORNIA,CA,958263203,PROPRIETARY,"2,246","2,561"," $45,42,042.00 ","7,305"," $63,31,181.00 ","2,184","2,570"," $58,85,998.00 ","7,301"," $82,46,753.00 ",149,176," $7,96,450.00 ",500," $12,09,166.00 ", -   , -   , $-   ,0, $-   
998900,SANTA BARBARA BUSINESS COLLEGE,CA,930038053,PROPRIETARY,30,31," $96,805.00 ",91," $1,37,493.00 ",24,27," $66,349.00 ",77," $1,10,352.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1014900,PEPPERDINE UNIVERSITY,CA,902634301,PRIVATE,321,334," $15,76,081.00 ","1,953"," $59,71,387.00 ",341,361," $21,46,619.00 ","1,974"," $88,07,235.00 ",84,123," $6,22,301.00 ",139," $6,24,461.00 ",213,237," $23,60,625.00 ",948," $70,32,691.00 "
1034000,LOS MEDANOS COLLEGE,CA,945655197,PUBLIC,8,8," $18,973.00 ",8," $18,973.00 ",1,3," $5,100.00 ",4," $5,100.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1036500,CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,900593025,PRIVATE,12,12," $51,166.00 ",195," $3,30,018.00 ",11,11," $55,750.00 ",189," $4,55,976.00 ", -   , -   , $-   ,0, $-   ,1,1," $10,000.00 ",6," $34,998.00 "
1036800,MENNONITE BRETHREN BIBLICAL SEMINARY,CA,937275097,PRIVATE,1,1," $3,850.00 ",1," $3,850.00 ",2,2," $10,000.00 ",3," $10,733.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1039500,UNIVERSITY OF SAN DIEGO,CA,921102492,PRIVATE,129,136," $6,15,933.00 ",294," $9,98,991.00 ",177,192," $8,16,728.00 ",348," $13,02,053.00 ",39,40," $4,90,647.00 ",47," $5,03,516.00 ",303,321," $28,55,595.00 ",425," $34,20,970.00 "
1044100,PARDEE RAND GRADUATE SCHOOL,CA,904072138,PRIVATE,2,2," $17,000.00 ",2," $17,000.00 ",2,2," $32,000.00 ",2," $32,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1047400,MARYMOUNT COLLEGE,CA,902746299,PRIVATE,2,2," $5,223.00 ",4," $5,223.00 ",5,6," $18,277.00 ",11," $18,277.00 ",1,1," $8,000.00 ",1," $8,000.00 ", -   , -   , $-   ,0, $-   
1083200,WESTERN STATE UNIVERSITY COLLEGE OF LAW,CA,928313014,PROPRIETARY,2,2," $17,000.00 ",2," $17,000.00 ",2,2," $14,771.00 ",2," $14,771.00 ", -   , -   , $-   ,0, $-   ,16,16," $76,091.00 ",20," $76,091.00 "
1085400,THOMAS JEFFERSON SCHOOL OF LAW,CA,921012928,PRIVATE,15,16," $72,459.00 ",16," $70,454.00 ",38,42," $2,06,804.00 ",43," $2,03,630.00 ", -   , -   , $-   ,0, $-   ,432,521," $45,05,326.00 ",536," $45,13,418.00 "
1102400,EVEREST COLLEGE,CA,941032091,PROPRIETARY,316,317," $10,10,542.00 ","1,087"," $18,45,923.00 ",296,377," $15,54,215.00 ","1,687"," $29,88,508.00 ",8,8," $51,960.00 ",46," $1,76,889.00 ", -   , -   , $-   ,0, $-   
1110700,EVEREST COLLEGE,CA,928015231,PROPRIETARY,63,64," $1,89,937.00 ",450," $7,35,767.00 ",54,56," $2,67,817.00 ",519," $11,23,678.00 ",6,6," $33,544.00 ",50," $1,60,281.00 ", -   , -   , $-   ,0, $-   
1110900,EVEREST COLLEGE,CA,913354631,PROPRIETARY,222,222," $6,58,277.00 ",862," $14,49,487.00 ",222,225," $10,18,590.00 ",866," $22,98,833.00 ",22,22," $1,68,550.00 ",77," $3,15,072.00 ", -   , -   , $-   ,0, $-   
1111200,FASHION INSTITUTE OF DESIGN & MERCHANDISING,CA,900151421,PROPRIETARY,157,157," $6,07,085.00 ",556," $9,60,589.00 ",167,167," $6,34,843.00 ",624," $9,91,018.00 ",89,90," $15,85,676.00 ",380," $26,82,103.00 ", -   , -   , $-   ,0, $-   
1111700,ALLIANT INTERNATIONAL UNIVERSITY,CA,921311799,PRIVATE,148,149," $6,29,043.00 ",274," $10,46,346.00 ",184,204," $12,26,800.00 ",385," $19,60,484.00 ", -   , -   , $-   ,0, $-   ,269,293," $26,54,291.00 ",382," $27,99,262.00 "
1112100,EVEREST COLLEGE,CA,945414007,PROPRIETARY,66,67," $2,18,849.00 ",228," $3,87,338.00 ",59,88," $3,12,787.00 ",363," $6,11,884.00 ",2,2," $17,048.00 ",10," $39,149.00 ", -   , -   , $-   ,0, $-   
1112300,EVEREST COLLEGE,CA,902474163,PROPRIETARY,213,215," $6,98,058.00 ",881," $15,14,773.00 ",205,355," $11,11,293.00 ","1,614"," $25,08,889.00 ",6,6," $39,530.00 ",36," $1,24,443.00 ", -   , -   , $-   ,0, $-   
1162600,WESTWOOD COLLEGE - SOUTH BAY,CA,905021148,PROPRIETARY,521,543," $17,22,353.00 ","2,263"," $32,35,826.00 ",528,542," $25,45,915.00 ","2,299"," $44,27,931.00 ",47,48," $3,77,002.00 ",188," $5,50,560.00 ", -   , -   , $-   ,0, $-   
1164900,LOYOLA MARYMOUNT UNIVERSITY,CA,900452659,PRIVATE,80,86," $3,39,101.00 ",112," $3,50,251.00 ",127,132," $5,45,980.00 ",173," $5,75,088.00 ",25,25," $2,76,746.00 ",35," $3,00,535.00 ",261,286," $24,13,683.00 ",303," $23,46,357.00 "
1167200,MENDOCINO COLLEGE,CA,954823000,PUBLIC,23,23," $82,743.00 ",31," $83,618.00 ",7,7," $23,300.00 ",10," $23,300.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1169600,NATIONAL POLYTECHNIC COLLEGE OF SCIENCE,CA,907446399,PRIVATE,17,18," $57,000.00 ",28," $54,250.00 ",14,15," $55,333.00 ",23," $60,167.00 ",2,2," $26,942.00 ",3," $16,721.00 ", -   , -   , $-   ,0, $-   
1179200,FRANCISCAN SCHOOL OF THEOLOGY,CA,947091294,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,1," $2,470.00 ", -   , -   , $-   ,0, $-   ,2,2," $11,525.00 ",2," $11,525.00 "
1186500,CALIFORNIA HAIR DESIGN ACADEMY,CA,919415055,PROPRIETARY,31,31," $1,00,796.00 ",75," $1,23,331.00 ",28,28," $1,23,301.00 ",69," $1,53,733.00 ",10,10," $98,760.00 ",21," $1,17,960.00 ", -   , -   , $-   ,0, $-   
1202600,BELLUS ACADEMY,CA,920216247,PROPRIETARY,24,26," $80,407.00 ",55," $89,820.00 ",20,21," $74,435.00 ",41," $88,576.00 ",1,1," $4,000.00 ",5," $34,706.00 ", -   , -   , $-   ,0, $-   
1202700,GALEN COLLEGE OF CALIFORNIA,CA,937282381,PROPRIETARY,26,26," $82,390.00 ",80," $1,43,640.00 ",25,25," $1,12,065.00 ",80," $1,85,817.00 ", -   , -   , $-   ,3," $9,258.00 ", -   , -   , $-   ,0, $-   
1206100,EVEREST COLLEGE,CA,951283908,PROPRIETARY,58,59," $1,66,180.00 ",267," $4,41,172.00 ",53,94," $2,49,315.00 ",484," $7,01,316.00 ",1,1," $10,781.00 ",16," $76,966.00 ", -   , -   , $-   ,0, $-   
1215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,941032557,PRIVATE,48,48," $1,94,678.00 ",105," $3,67,368.00 ",84,88," $4,89,206.00 ",137," $6,93,229.00 ", -   , -   , $-   ,1," $5,000.00 ",149,164," $14,04,850.00 ",176," $14,55,663.00 "
1245200,EVERGREEN VALLEY COLLEGE,CA,951351598,PUBLIC,19,19," $51,552.00 ",22," $55,463.00 ",7,7," $28,502.00 ",10," $31,803.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1255000,LOS ANGELES MISSION COLLEGE,CA,913423200,PUBLIC,48,48," $1,56,044.00 ",73," $1,82,143.00 ",19,19," $71,905.00 ",38," $1,01,756.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
1287300,WYOTECH,CA,908103800,PROPRIETARY,668,668," $19,76,573.00 ","2,371"," $37,66,690.00 ",664,909," $28,17,775.00 ","3,304"," $54,86,060.00 ",49,49," $3,64,953.00 ",192," $7,77,135.00 ", -   , -   , $-   ,0, $-   
1290700,LAKE TAHOE COMMUNITY COLLEGE,CA,961504524,PUBLIC,13,13," $47,500.00 ",51," $88,442.00 ",6,6," $22,000.00 ",21," $31,236.00 ", -   , -   , $-   ,1," $1,666.00 ", -   , -   , $-   ,0, $-   
1291200,MTI COLLEGE,CA,958413037,PROPRIETARY,115,116," $3,23,653.00 ",401," $6,38,566.00 ",99,155," $3,69,828.00 ",571," $7,68,656.00 ",7,7," $30,521.00 ",18," $44,937.00 ", -   , -   , $-   ,0, $-   
1310300,CALIFORNIA WESTERN SCHOOL OF LAW,CA,921013090,PRIVATE,232,232," $10,08,392.00 ",396," $16,81,574.00 ",223,232," $12,98,533.00 ",392," $22,26,226.00 ", -   , -   , $-   ,0, $-   ,241,275," $24,95,713.00 ",455," $45,20,566.00 "
1324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,954037757,PROPRIETARY,11,11," $32,311.00 ",26," $42,810.00 ",10,10," $27,061.00 ",27," $42,025.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2063500,COASTLINE COMMUNITY COLLEGE,CA,927082597,PUBLIC,101,102," $2,15,318.00 ",195," $2,64,604.00 ",54,54," $1,64,945.00 ",97," $1,79,550.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2070500,CONCORDIA UNIVERSITY,CA,926123203,PRIVATE,7,7," $10,997.00 ",7," $10,997.00 ",20,21," $67,185.00 ",22," $67,185.00 ",1,1," $3,900.00 ",2," $3,900.00 ", -   , -   , $-   ,0, $-   
2075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,900131829,PRIVATE,59,59," $4,41,283.00 ",67," $4,60,115.00 ",59,61," $6,06,625.00 ",70," $6,36,625.00 ",4,4," $44,100.00 ",4," $44,100.00 ",22,24," $1,40,295.00 ",30," $2,05,735.00 "
2091200,ELEGANCE INTERNATIONAL,CA,900286106,PROPRIETARY,21,21," $61,436.00 ",54," $78,752.00 ",18,18," $88,482.00 ",43," $1,05,183.00 ",8,9," $76,405.00 ",22," $1,00,317.00 ", -   , -   , $-   ,0, $-   
2091700,KAPLAN COLLEGE,CA,921231509,PROPRIETARY,5,5," $7,500.00 ",38," $58,958.00 ",6,6," $15,750.00 ",39," $76,648.00 ", -   , -   , $-   ,1, $667.00 , -   , -   , $-   ,0, $-   
2096100,FIELDING GRADUATE UNIVERSITY,CA,931053538,PRIVATE,143,145," $7,99,492.00 ",810," $25,03,932.00 ",148,151," $12,05,524.00 ","1,043"," $55,36,192.00 ", -   , -   , $-   ,0, $-   ,18,18," $2,59,122.00 ",175," $11,64,610.00 "
2099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,941085800,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,1,1," $8,000.00 ",1," $8,000.00 "
2110200,COLUMBIA COLLEGE - HOLLYWOOD,CA,913561411,PRIVATE,42,44," $1,49,874.00 ",271," $3,88,092.00 ",43,45," $1,67,250.00 ",293," $4,45,630.00 ",8,8," $94,061.00 ",67," $3,93,895.00 ", -   , -   , $-   ,0, $-   
2110800,CALIFORNIA COLLEGE SAN DIEGO,CA,921083821,PROPRIETARY,262,271," $10,38,132.00 ",744," $15,34,985.00 ",243,250," $11,35,692.00 ",698," $17,34,668.00 ",2,2," $23,564.00 ",6," $32,894.00 ", -   , -   , $-   ,0, $-   
2111300,CUYAMACA COLLEGE,CA,920194304,PUBLIC,29,29," $88,505.00 ",30," $88,193.00 ",18,18," $47,661.00 ",18," $47,188.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2119100,MISSION COLLEGE,CA,950541897,PUBLIC,29,30," $91,700.00 ",133," $1,78,408.00 ",10,10," $34,011.00 ",50," $72,881.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2120600,SAYBROOK UNIVERSITY,CA,941111920,PRIVATE,19,19," $1,55,085.00 ",109," $4,85,151.00 ",21,21," $2,71,415.00 ",114," $7,73,587.00 ", -   , -   , $-   ,0, $-   ,21,22," $2,96,325.00 ",74," $6,56,645.00 "
2120900,ITT TECHNICAL INSTITUTE,CA,956706047,PROPRIETARY,309,316," $10,66,063.00 ","1,758"," $23,73,088.00 ",291,294," $15,73,106.00 ","1,637"," $32,78,921.00 ",10,10," $1,20,676.00 ",93," $3,39,598.00 ", -   , -   , $-   ,0, $-   
2128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,950511303,PROPRIETARY,13,15," $44,161.00 ",125," $2,31,274.00 ",52,55," $96,014.00 ",199," $3,83,877.00 ",1,1, $150.00 ,7," $21,924.00 ", -   , -   , $-   ,0, $-   
2138300,PALO ALTO UNIVERSITY,CA,943041337,PRIVATE,29,29," $93,863.00 ",29," $93,863.00 ",28,28," $1,57,011.00 ",28," $1,57,011.00 ", -   , -   , $-   ,0, $-   ,24,25," $1,59,107.00 ",27," $1,81,323.00 "
2147400,CLEVELAND CHIROPRACTIC COLLEGE,CA,900042196,PRIVATE,134,135," $10,11,050.00 ",336," $13,13,408.00 ",135,136," $26,85,763.00 ",333," $34,77,667.00 ",2,2," $37,227.00 ",6," $48,177.00 ",20,22," $1,32,720.00 ",52," $1,78,643.00 "
2161800,MUSICIANS INSTITUTE,CA,900286157,PROPRIETARY,267,269," $7,88,268.00 ",941," $11,28,669.00 ",274,278," $10,35,834.00 ",974," $14,11,315.00 ",75,78," $14,75,906.00 ",336," $25,33,972.00 ", -   , -   , $-   ,0, $-   
2179900,ARGOSY UNIVERSITY,CA,928684844,PROPRIETARY,328,335," $13,40,726.00 ","1,824"," $49,73,581.00 ",434,460," $23,03,800.00 ","2,016"," $72,45,053.00 ",6,6," $42,700.00 ",16," $70,915.00 ",69,71," $7,29,656.00 ",140," $10,61,442.00 "
2184900,PALMER COLLEGE OF CHIROPRACTIC WEST,CA,951341617,PRIVATE,64,64," $2,22,013.00 ",203," $5,94,853.00 ",64,68," $5,55,522.00 ",208," $16,08,530.00 ", -   , -   , $-   ,0, $-   ,46,52," $1,55,682.00 ",107," $2,78,840.00 "
2187500,HEALD COLLEGE,CA,945208522,PROPRIETARY,490,517," $16,52,869.00 ","2,338"," $28,45,221.00 ",474,864," $23,27,072.00 ","4,106"," $41,47,341.00 ",37,38," $2,06,662.00 ",126," $2,88,296.00 ", -   , -   , $-   ,0, $-   
2220200,CALIFORNIA CULINARY ACADEMY,CA,941035134,PROPRIETARY,56,56," $1,83,817.00 ",266," $4,95,179.00 ",55,56," $2,43,565.00 ",259," $6,50,822.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2222000,AMERICAN FILM INSTITUTE CONSERVATORY,CA,900271625,PRIVATE,81,81," $6,76,152.00 ",142," $7,45,054.00 ",67,67," $7,76,528.00 ",128," $8,89,587.00 ", -   , -   , $-   ,0, $-   ,1,1," $1,781.00 ",1," $1,781.00 "
2226000,EAST LOS ANGELES COLLEGE,CA,917546099,PUBLIC,79,79," $2,82,466.00 ",93," $3,04,795.00 ",48,48," $1,57,538.00 ",59," $1,71,198.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2228500,LIFE CHIROPRACTIC COLLEGE WEST,CA,945452800,PRIVATE,12,12," $94,166.00 ",268," $7,66,105.00 ",18,20," $2,64,287.00 ",275," $20,11,287.00 ", -   , -   , $-   ,0, $-   ,20,22," $1,05,425.00 ",85," $1,61,540.00 "
2231900,GEMOLOGICAL INSTITUTE OF AMERICA,CA,920084602,PRIVATE,8,8," $23,765.00 ",38," $55,745.00 ",6,6," $24,340.00 ",35," $68,696.00 ",1,1," $12,000.00 ",4," $23,250.00 ", -   , -   , $-   ,0, $-   
2234300,FASHION CAREERS OF CALIFORNIA COLLEGE,CA,921103555,PROPRIETARY,13,13," $44,063.00 ",80," $91,313.00 ",14,14," $49,305.00 ",79," $1,08,444.00 ",2,2," $23,284.00 ",7," $32,105.00 ", -   , -   , $-   ,0, $-   
2237200,PHILLIPS GRADUATE INSTITUTE,CA,913115541,PRIVATE,41,41," $3,24,025.00 ",122," $5,19,525.00 ",44,44," $4,79,465.00 ",128," $7,68,215.00 ", -   , -   , $-   ,0, $-   ,21,25," $2,11,742.00 ",53," $2,99,368.00 "
2241800,AMERICAN CAREER COLLEGE,CA,900046818,PROPRIETARY,448,451," $15,83,951.00 ","2,268"," $40,15,088.00 ",418,420," $19,47,026.00 ","2,149"," $53,56,274.00 ",90,90," $6,11,849.00 ",302," $10,47,050.00 ", -   , -   , $-   ,0, $-   
2242700,BERKELEY CITY COLLEGE,CA,947041183,PUBLIC,29,29," $75,250.00 ",62," $86,572.00 ",30,30," $80,000.00 ",62," $89,050.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2267600,INSTITUTE OF TRANSPERSONAL PSYCHOLOGY,CA,943034624,PRIVATE,2,2," $10,625.00 ",44," $98,609.00 ",2,2," $15,000.00 ",61," $2,17,211.00 ", -   , -   , $-   ,0, $-   ,9,10," $50,000.00 ",13," $60,000.00 "
2270600,LIFE PACIFIC COLLEGE,CA,917733298,PRIVATE,10,11," $28,102.00 ",69," $1,03,500.00 ",6,6," $26,000.00 ",61," $1,09,360.00 ",2,3," $4,483.00 ",3," $4,483.00 ", -   , -   , $-   ,0, $-   
2276800,WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA,CA,920274128,PRIVATE,2,2," $17,000.00 ",5," $27,625.00 ",3,3," $14,500.00 ",6," $24,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2277400,SOUTH COAST COLLEGE,CA,928688124,PROPRIETARY,18,18," $76,536.00 ",360," $4,54,164.00 ",20,20," $94,496.00 ",409," $6,74,996.00 ",2,2," $11,452.00 ",12," $22,256.00 ", -   , -   , $-   ,0, $-   
2282300,ALHAMBRA BEAUTY COLLEGE,CA,918017494,PROPRIETARY,1,1," $3,500.00 ",2," $3,500.00 ",1,1," $6,000.00 ",2," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2291500,ITT TECHNICAL INSTITUTE,CA,917732933,PROPRIETARY,432,443," $13,98,277.00 ","1,942"," $25,73,269.00 ",417,422," $20,27,710.00 ","1,895"," $35,38,403.00 ",31,32," $2,68,377.00 ",160," $5,15,514.00 ", -   , -   , $-   ,0, $-   
2291600,ITT TECHNICAL INSTITUTE,CA,921232662,PROPRIETARY,394,401," $12,62,549.00 ","2,018"," $26,57,826.00 ",362,369," $18,41,693.00 ","1,936"," $36,96,294.00 ",23,24," $1,94,426.00 ",157," $5,19,234.00 ", -   , -   , $-   ,0, $-   
2298000,DESIGN INSTITUTE OF SAN DIEGO,CA,921212685,PROPRIETARY,41,42," $1,79,724.00 ",94," $2,07,081.00 ",48,52," $2,15,943.00 ",111," $2,80,971.00 ",1,2," $20,000.00 ",5," $30,750.00 ", -   , -   , $-   ,0, $-   
2304300,PLATT COLLEGE - SAN DIEGO,CA,921153979,PROPRIETARY,15,16," $51,552.00 ",57," $1,31,801.00 ",14,20," $53,974.00 ",73," $1,22,706.00 ",1,1," $13,284.00 ",6," $38,941.00 ", -   , -   , $-   ,0, $-   
2306300,KAPLAN COLLEGE,CA,953689083,PROPRIETARY,51,51," $1,55,215.00 ",322," $5,06,949.00 ",25,26," $56,870.00 ",291," $4,15,935.00 ", -   , -   , $-   ,25," $38,867.00 ", -   , -   , $-   ,0, $-   
2312400,LA COLLEGE INTERNATIONAL,CA,900101308,PROPRIETARY,277,278," $9,56,409.00 ",570," $10,82,870.00 ",281,284," $14,08,644.00 ",585," $15,96,108.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2321800,ITT TECHNICAL INSTITUTE,CA,913423664,PROPRIETARY,414,421," $12,48,806.00 ","2,033"," $26,49,278.00 ",377,383," $18,42,562.00 ","1,915"," $35,51,492.00 ",31,31," $2,00,136.00 ",215," $7,45,130.00 ", -   , -   , $-   ,0, $-   
2321900,ITT TECHNICAL INSTITUTE,CA,928015454,PROPRIETARY,361,364," $12,18,987.00 ","1,620"," $22,10,009.00 ",346,352," $17,71,570.00 ","1,602"," $31,06,280.00 ",28,30," $2,91,668.00 ",133," $5,04,419.00 ", -   , -   , $-   ,0, $-   
2327600,ART INSTITUTE OF CALIFORNIA - SAN DIEGO,CA,921084423,PROPRIETARY,58,58," $1,70,666.00 ",217," $3,65,696.00 ",58,65," $2,11,085.00 ",239," $4,35,319.00 ",13,13," $1,99,062.00 ",49," $3,38,951.00 ", -   , -   , $-   ,0, $-   
2330500,LAGUNA COLLEGE OF ART AND DESIGN,CA,926511136,PRIVATE,2,2," $2,000.00 ",2," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2343400,BELLUS ACADEMY,CA,920644633,PROPRIETARY,50,50," $1,60,014.00 ",94," $1,86,749.00 ",47,47," $1,88,612.00 ",86," $2,17,500.00 ",2,2," $22,320.00 ",7," $33,213.00 ", -   , -   , $-   ,0, $-   
2351900,KAPLAN COLLEGE,CA,958217012,PROPRIETARY,60,61," $1,86,915.00 ",388," $5,43,624.00 ",26,26," $63,786.00 ",356," $5,48,028.00 ",3,4," $51,254.00 ",20," $59,558.00 ", -   , -   , $-   ,0, $-   
2358000,THOMAS AQUINAS COLLEGE,CA,930609622,PRIVATE,5,5," $10,649.00 ",8," $10,649.00 ",3,3," $10,328.00 ",5," $10,328.00 ",1,1," $3,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   
2518400,NATIONAL HISPANIC UNIVERSITY,CA,951273823,PROPRIETARY,12,12," $28,344.00 ",19," $29,219.00 ",8,8," $22,347.00 ",14," $29,822.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2520400,ADRIANS BEAUTY COLLEGE OF TURLOCK,CA,953805116,PROPRIETARY,51,51," $1,74,450.00 ",133," $2,41,920.00 ",42,42," $2,33,430.00 ",109," $3,22,430.00 ",5,5," $46,200.00 ",10," $53,525.00 ", -   , -   , $-   ,0, $-   
2539100,KAPLAN COLLEGE,CA,916063231,PROPRIETARY,45,45," $1,25,846.00 ",209," $3,29,674.00 ",35,37," $75,148.00 ",209," $2,65,577.00 ",1,1," $1,250.00 ",11," $29,012.00 ", -   , -   , $-   ,0, $-   
2539500,IRVINE VALLEY COLLEGE,CA,926184399,PUBLIC,15,15," $42,335.00 ",200," $2,10,250.00 ",12,12," $44,622.00 ",172," $2,42,779.00 ", -   , -   , $-   ,1," $5,000.00 ", -   , -   , $-   ,0, $-   
2542300,NATIONAL HOLISTIC INSTITUTE,CA,946082020,PROPRIETARY,104,104," $3,45,932.00 ",302," $5,36,699.00 ",108,109," $5,61,941.00 ",316," $8,98,850.00 ",12,12," $1,04,846.00 ",27," $1,23,160.00 ", -   , -   , $-   ,0, $-   
2546400,MTI BUSINESS COLLEGE,CA,952074349,PROPRIETARY,26,26," $88,098.00 ",69," $1,16,898.00 ",20,20," $1,05,421.00 ",61," $1,54,296.00 ",1,1," $3,438.00 ",2," $3,438.00 ", -   , -   , $-   ,0, $-   
2549000,KAPLAN COLLEGE,CA,920837736,PROPRIETARY,57,57," $1,98,311.00 ",183," $3,31,285.00 ",30,30," $1,13,734.00 ",171," $2,66,003.00 ",1,1," $10,428.00 ",2," $12,069.00 ", -   , -   , $-   ,0, $-   
2553500,ASSOCIATED TECHNICAL COLLEGE,CA,921013245,PROPRIETARY,36,36," $1,26,000.00 ",87," $1,52,250.00 ",11,11," $50,419.00 ",26," $64,625.00 ",2,2," $11,212.00 ",7," $17,197.00 ", -   , -   , $-   ,0, $-   
2553600,DIVERSIFIED LANGUAGE INSTITUTE,CA,900171604,PROPRIETARY,11,11," $38,447.00 ",34," $62,974.00 ",7,7," $21,077.00 ",14," $22,214.00 ",2,2," $7,000.00 ",4," $7,000.00 ", -   , -   , $-   ,0, $-   
2559300,UNITED EDUCATION INSTITUTE,CA,902552933,PROPRIETARY,"2,317","2,323"," $79,92,450.00 ","7,109"," $1,24,07,040.00 ","2,281","3,866"," $1,20,68,053.00 ","11,949"," $1,84,62,613.00 ",180,181," $10,07,411.00 ",525," $14,84,460.00 ", -   , -   , $-   ,0, $-   
2559400,INTERCOAST COLLEGES,CA,928681656,PROPRIETARY,690,711," $18,85,918.00 ","1,411"," $23,80,068.00 ",604,"1,121"," $27,08,503.00 ","2,439"," $35,31,190.00 ",12,12," $96,160.00 ",25," $1,05,852.00 ", -   , -   , $-   ,0, $-   
2565400,KAPLAN COLLEGE,CA,952076216,PROPRIETARY, -   , -   , $-   ,62," $76,745.00 ", -   , -   , $-   ,49," $70,115.00 ", -   , -   , $-   ,6," $18,424.00 ", -   , -   , $-   ,0, $-   
2570300,LOS ANGELES ORT TECHNICAL INSTITUTE,CA,900484904,PRIVATE,79,79," $2,62,135.00 ",190," $3,23,246.00 ",71,71," $1,84,797.00 ",164," $2,12,303.00 ",1,1," $1,686.00 ",3," $3,075.00 ", -   , -   , $-   ,0, $-   
2577900,SANTA BARBARA BUSINESS COLLEGE,CA,933091664,PROPRIETARY,50,50," $1,67,880.00 ",119," $1,85,139.00 ",27,28," $81,558.00 ",72," $99,956.00 ", -   , -   , $-   ,1," $1,033.00 ", -   , -   , $-   ,0, $-   
2578000,SANTA BARBARA BUSINESS COLLEGE,CA,934546943,PROPRIETARY,1,1," $2,375.00 ",6," $6,994.00 ",1,1," $3,116.00 ",6," $7,762.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2584200,NEWBRIDGE COLLEGE,CA,927058605,PROPRIETARY,153,153," $5,04,584.00 ",413," $7,37,251.00 ",152,154," $5,88,536.00 ",432," $8,46,732.00 ",9,9," $26,870.00 ",34," $67,713.00 ", -   , -   , $-   ,0, $-   
